,cycle,cpd01080,cpd00161,cpd00149,cpd00011,cpd00063,cpd00205,cpd00035,cpd00041,cpd00064,cpd00069,cpd00239,cpd00132,cpd00058,cpd00030,cpd00027,cpd04450,cpd00001,cpd00033,cpd00156,cpd00254,cpd00029,cpd00067,cpd00209,cpd00051,cpd15378,cpd00039,cpd00244,cpd01034,cpd00023,cpd00034,cpd10516,cpd00971,cpd10515,cpd04383,cpd00066,cpd00141,cpd00226,cpd00084,cpd00129,cpd00106,cpd00013,cpd01024,cpd01007,cpd00528,cpd00099,cpd00053,cpd00009,cpd00322,cpd00047,cpd00107,cpd00131,cpd00060,cpd00235,cpd00054,cpd00082,cpd00119,cpd00048,cpd00065
37,77,0.062006531,6.861829462,2499.982545,2.18295779,2499.982545,2499.982546,1.486824516,11.80161539,0.000116,6.860189169,2504.874401,6.729346702,2499.983261,2499.983258,1.321542502,13.76476614,2610.298068,11.90201146,5.007666484,2499.982545,15.50388796,10054.31843,3.330981835,6.79267788,0.000332,5.35131655,2499.999287,66.86442144,3.638484703,2499.983258,2499.976285,2500,2499.954612,27.52791183,6.838503267,1.156261557,0.0,6.879310713,3.793238596,0.008493323,499971.194,14.63117032,184.1662979,2503.502328,2499.982545,2.60853397,499996.2089,6.416891562,0.000187,6.136298356,2499.999287,0.266945376,0.000337,6.930428825,1.47e-07,6.831766804,2500.854545,6.871144925
38,78,0.061653732,7.00056624,2499.982096,2.198272861,2499.982096,2499.982097,1.450654961,12.15468805,0.000121,6.996158561,2504.961639,6.863247637,2499.982836,2499.982833,1.290554191,13.75481093,2612.935729,12.16752651,5.081426337,2499.982096,15.2692281,10055.57695,3.362465148,6.925951537,0.000344,5.414515317,2499.999263,66.86004736,3.619538303,2499.982833,2499.975488,2500,2499.953638,27.42144697,6.973640304,1.20395445,0.0,7.016034243,3.818937583,0.008755979,499970.4606,15.09916611,184.0996171,2503.62139,2499.982096,2.630440278,499996.1087,6.540293675,0.000187,6.251149215,2499.999263,0.263610845,0.000354,7.069165603,1.4e-07,6.967724585,2500.884451,7.008309896
39,79,0.061295907,7.138442975,2499.981645,2.21068743,2499.981645,2499.981647,1.415107282,12.51141089,0.000128,7.131198527,2505.046817,6.996327551,2499.982409,2499.982406,1.259818314,13.74445489,2615.579848,12.431201,5.15363298,2499.981645,15.03690259,10056.83605,3.391702532,7.058225112,0.000357,5.474525993,2499.99924,66.85501726,3.595329095,2499.982406,2499.974678,2500,2499.95267,27.31574275,7.107828866,1.252139736,0.0,7.15184736,3.842642104,0.009013272,499969.7282,15.5676879,184.0330432,2503.741688,2499.981645,2.651175889,499996.008,6.662593728,0.000187,6.364812637,2499.99924,0.260533826,0.000374,7.207042338,1.33e-07,7.102794953,2500.915222,7.144589592
40,80,0.060934077,7.275527787,2499.981193,2.220203515,2499.981193,2499.981194,1.380288012,12.87190426,0.000134,7.265374122,2505.12998,7.128653938,2499.98198,2499.981976,1.229337537,13.73374876,2618.230257,12.69318636,5.22433977,2499.981193,14.80688159,10058.09675,3.418670208,7.189560831,0.00037,5.531304754,2499.999216,66.84933045,3.565871933,2499.981976,2499.973853,2500,2499.951708,27.21078354,7.241133155,1.300822331,0.0,7.286815956,3.864379759,0.009279801,499968.9968,16.03668597,183.9664353,2503.863224,2499.981193,2.670775838,499995.9068,6.783842891,0.000187,6.47734008,2499.999216,0.257704113,0.000393,7.34412715,1.26e-07,7.237043702,2500.946881,7.28005072
41,81,0.060568221,7.411887407,2499.980738,2.226769798,2499.980738,2499.98074,1.346288475,13.23530113,0.000142,7.398762642,2505.211323,7.260292912,2499.981549,2499.981546,1.199115024,13.72273917,2620.885804,12.9536289,5.293613803,2499.980738,14.57913993,10059.35943,3.443347232,7.320045882,0.000384,5.584830107,2499.999193,66.84298822,3.531419404,2499.981546,2499.973015,2500,2499.950752,27.10655626,7.373633907,1.350016763,0.0,7.421014469,3.884187874,0.009547091,499968.2655,16.50612333,183.899655,2503.986003,2499.980738,2.690318208,499995.8051,6.904211228,0.000187,6.588825689,2499.999193,0.255127147,0.000414,7.48048677,1.19e-07,7.370544227,2500.979296,7.414764682
42,82,0.060198349,7.547579215,2499.980282,2.230351777,2499.980282,2499.980284,1.313176303,13.60076075,0.000149,7.531428627,2505.291029,7.39130126,2499.981117,2499.981113,1.169160938,13.71143424,2623.544937,13.21266922,5.361532745,2499.980282,14.35368918,10060.62452,3.465713871,7.449751864,0.000397,5.635081234,2499.999169,66.83599335,3.492602177,2499.981113,2499.972165,2500,2499.949802,27.00304989,7.505397795,1.399714965,0.0,7.554505482,3.902107041,0.009819345,499967.5338,16.97597619,183.8326027,2504.11003,2499.980282,2.710364226,499995.703,7.023838504,0.000187,6.699349074,2499.999169,0.252795664,0.000435,7.616178578,1.12e-07,7.50335819,2501.012356,7.548792003
43,83,0.059824439,7.682653957,2499.979825,2.230932072,2499.979825,2499.979827,1.281003519,13.96790251,0.000157,7.663425081,2505.369199,7.521729153,2499.980683,2499.980679,1.139489799,13.69982329,2626.206654,13.47043946,5.428166215,2499.979825,14.13055718,10061.89265,3.485752303,7.578733981,0.000411,5.682025332,2499.999145,66.82835043,3.449878679,2499.980679,2499.971302,2500,2499.948858,26.90025542,7.636478405,1.449899269,0.0,7.687341373,3.918179385,0.01008871,499966.8016,17.4462319,183.7651966,2504.235307,2499.979825,2.731035124,499995.6005,7.142809353,0.000187,6.808965821,2499.999145,0.250692512,0.000457,7.75125332,1.06e-07,7.635537356,2501.046023,7.682184389
44,84,0.059446499,7.817159199,2499.979365,2.228585885,2499.979365,2499.979368,1.249811347,14.3368048,0.000165,7.794799084,2505.44592,7.651623611,2499.980248,2499.980244,1.110117361,13.68789248,2628.870847,13.72706238,5.493571941,2499.979365,13.90976467,10063.16456,3.503446601,7.707038845,0.000424,5.72561844,2499.999121,66.82006648,3.403278655,2499.980244,2499.970426,2500,2499.947922,26.79816602,7.76692267,1.500552878,0.0,7.819569351,3.932448473,0.01034408,499966.0689,17.91688718,183.6973554,2504.361839,2499.979365,2.752324362,499995.4975,7.261164244,0.000187,6.917714589,2499.999121,0.248798254,0.000482,7.885758562,9.91e-08,7.767128536,2501.08027,7.814989112
45,85,0.059064547,7.951141212,2499.978905,2.223314799,2499.978905,2499.978907,1.219630956,14.70754052,0.000173,7.925596466,2505.521246,7.781030394,2499.979811,2499.979807,1.081059137,13.67562926,2631.537421,13.98265208,5.557806215,2499.978905,13.6913201,10064.44095,3.518783043,7.834711884,0.000438,5.765814511,2499.999098,66.81115145,3.352834605,2499.979807,2499.969537,2500,2499.946992,26.69677713,7.896776284,1.551659558,0.0,7.95123536,3.944958026,0.010609075,499965.3356,18.38794682,183.6289924,2504.48963,2499.978905,2.774227961,499995.394,7.378942057,0.000187,7.025632946,2499.999098,0.247098489,0.000506,8.019740575,9.29e-08,7.898177297,2501.115093,7.947252169
46,86,0.058678606,8.084645004,2499.978442,2.215186234,2499.978442,2499.978444,1.19048437,15.08017709,0.000182,8.055861841,2505.595249,7.909993998,2499.979372,2499.979368,1.05233035,13.66317375,2634.206343,14.23731562,5.620923241,2499.978442,13.47519977,10065.72246,3.531751606,7.96179734,0.000452,5.802498376,2499.999074,66.80161859,3.298581799,2499.979368,2499.968634,2500,2499.946068,26.59608633,8.026083737,1.60320362,0.0,8.082384116,3.955752051,0.010874879,499964.6018,18.85942284,183.5598368,2504.618684,2499.978442,2.796811543,499995.29,7.496180024,0.000187,7.13275729,2499.999074,0.245582249,0.00053,8.153244367,8.69e-08,8.028727995,2501.15047,8.079018306
47,87,0.058288696,8.21771435,2499.977778,2.206471953,2499.977778,2499.97778,1.162385365,15.45477795,0.000191,8.184994125,2505.652326,8.038557719,2499.978732,2499.978728,39.42781058,13.6509378,2639.351092,14.39557783,5.681884777,2499.977778,15.61192829,10067.03279,3.545765706,8.08703997,0.000466,5.834564378,2499.99905,66.79148474,3.232885403,2499.978728,2499.967468,2500,2499.944601,26.49609332,8.154075153,1.6551699,0.0,8.212593217,3.964313895,0.011141896,499963.8248,19.33133379,183.4892915,2504.749006,2499.977778,2.792791432,499995.1526,7.609960148,0.000187,7.236958284,2499.99905,0.243552084,0.000556,8.286313713,5.17e-08,8.158406652,2501.197007,8.208792598
48,88,0.057895225,8.350861671,2499.977108,2.194743583,2499.977108,2499.97711,1.136362001,15.83111389,0.0002,8.314062276,2505.70731,8.167234435,2499.978086,2499.978082,38.50444443,13.6389781,2644.530416,14.55334945,5.74238368,2499.977108,17.77168284,10068.35023,3.557686369,8.212073162,0.00048,5.863531883,2499.999026,66.78095533,3.165097584,2499.978082,2499.966278,2500,2499.943134,26.3968929,8.281965447,1.707336187,0.0,8.342777471,3.970829612,0.011410151,499963.0458,19.80324182,183.4171689,2504.880598,2499.977108,2.788291018,499995.0138,7.723399901,0.000187,7.340641508,2499.999026,0.24144172,0.000582,8.419461034,3.06e-08,8.288089772,2501.245541,8.338569143
49,89,0.057498259,8.484145005,2499.976431,2.18019178,2499.976431,2499.976434,1.112299956,16.20920304,0.00021,8.443119709,2505.760115,8.296081811,2499.977433,2499.977429,37.57177789,13.62732157,2649.744911,14.71069222,5.802486792,2499.976431,19.95458302,10069.67563,3.567544719,8.336945633,0.000495,5.889382746,2499.999002,66.77006759,3.095323444,2499.977429,2499.965062,2500,2499.941668,26.29849369,8.409806819,1.759682345,0.0,8.472991571,3.97530492,0.011670964,499962.2647,20.27528635,183.3433264,2505.013464,2499.976431,2.783285102,499994.8735,7.836544068,0.000187,7.443844831,2499.999002,0.239340036,0.000611,8.552744368,1.79e-08,8.417832275,2501.296118,8.468403838
50,90,0.057097892,8.617622213,2499.975748,2.162960122,2499.975748,2499.97575,1.090090601,16.5890613,0.000219,8.572219602,2505.810679,8.425157368,2499.976773,2499.976769,36.62970235,13.61629901,2654.995086,14.86766761,5.862260789,2499.975748,22.16067768,10071.00981,3.575376271,8.461705949,0.000509,5.911966196,2499.998978,66.75886271,3.023667471,2499.976769,2499.96382,2500,2499.940201,26.2009054,8.537651218,1.812188868,0.0,8.603289989,3.977748005,0.011946329,499961.4816,20.74760252,183.2672575,2505.147607,2499.975748,2.777878929,499994.7317,7.949437447,0.000187,7.546606219,2499.998978,0.237305245,0.000638,8.686221576,1.05e-08,8.547688872,2501.348789,8.598352366
51,91,0.056694143,8.751351008,2499.975057,2.143207932,2499.975057,2499.97506,1.069631033,16.97070511,0.000229,8.701414906,2505.858935,8.554518476,2499.976107,2499.976103,35.67812443,13.60589506,2660.281395,15.02433721,5.921770502,2499.975057,24.3901002,10072.35359,3.581222191,8.586401879,0.000524,5.931287274,2499.998955,66.74738599,2.950232127,2499.976103,2499.96255,2500,2499.938734,26.10413865,8.665550346,1.864836879,0.0,8.733726992,3.978169846,0.012203026,499960.6963,21.22032106,183.1888626,2505.283032,2499.975057,2.77201689,499994.5883,8.062123959,0.000187,7.648962456,2499.998955,0.235374794,0.000668,8.819950371,6.05e-09,8.677714065,2501.403632,8.728470211
52,92,0.056287139,8.885389001,2499.97436,2.121085388,2499.97436,2499.974363,1.050824131,17.35414858,0.00024,8.83075842,2505.904879,8.68422245,2499.975434,2499.975429,34.71696046,13.59609607,2665.604287,15.18076243,5.981081186,2499.97436,26.64297513,10073.70777,3.585127301,8.711081588,0.000539,5.94735387,2499.998931,66.73568683,2.875119602,2499.975429,2499.961253,2500,2499.937266,26.00820488,8.793555737,1.91760811,0.0,8.864356707,3.976584592,0.012469626,499959.9089,21.69356834,183.1080365,2505.419743,2499.97436,2.76563944,499994.4433,8.17464829,0.000187,7.750951469,2499.998931,0.233572302,0.000697,8.953988364,3.47e-09,8.807962222,2501.460674,8.85881273
53,93,0.055876983,9.019793697,2499.973655,2.09673702,2499.973655,2499.973659,1.033578404,17.7394035,0.00025,8.960302784,2505.948491,8.814326497,2499.974754,2499.974749,33.74613274,13.58689002,2670.96352,15.33700449,6.04025707,2499.973655,28.91943778,10075.07316,3.587142255,8.835792874,0.000554,5.960176102,2499.998907,66.72381881,2.799079426,2499.974749,2499.959927,2500,2499.935798,25.91311613,8.921718757,1.970484926,0.0,8.995233121,3.973009827,0.012741923,499959.1201,22.16746643,183.0246693,2505.557745,2499.973655,2.758035302,499994.2966,8.28705483,0.000187,7.852610795,2499.998907,0.231912063,0.00073,9.08839306,2.04e-09,8.938487578,2501.519968,8.989435144
54,94,0.055463741,9.154622509,2499.972943,2.070302083,2499.972943,2499.972947,1.017807899,18.1264758,0.00026,9.090100516,2505.989761,8.94488775,2499.974066,2499.974061,149.5247231,13.57828234,2676.356577,15.49312281,6.099361704,2499.972943,31.21962354,10076.45055,3.587322381,8.960583114,0.000568,5.969759793,2499.998883,66.71183963,2.725111188,2499.974061,2499.958571,2500,2499.93433,25.81888497,9.050090644,2.023450331,0.0,9.126410105,3.9674656,0.013021082,499958.3327,22.64213318,182.9386294,2505.697043,2499.972943,2.746251848,499994.1482,8.399387641,0.000187,7.953977541,2499.998883,0.23040224,0.000763,9.223221871,1.19e-09,9.069344311,2501.581564,9.120392568
55,95,0.055047499,9.289932697,2499.972224,2.041913352,2499.972224,2499.972227,1.003431992,18.51535304,0.000271,9.220203998,2506.028681,9.075963204,2499.97337,2499.973365,148.534344,13.5703479,2681.783849,15.64916956,6.158458297,2499.972224,33.54366689,10077.84072,3.585727864,9.085499665,0.000584,5.976085296,2499.998858,66.69981105,2.653265441,2499.973365,2499.957186,2500,2499.932862,25.72552426,9.178722515,2.076487995,0.0,9.257941391,3.95997042,0.013308779,499957.5466,23.11768233,182.8497077,2505.837643,2499.972224,2.730337451,499993.9981,8.511691037,0.000187,8.05508917,2499.998858,0.229046977,0.000796,9.35853206,7.6e-10,9.200586688,2501.645514,9.251739968
56,96,0.054628323,9.425781102,2499.971496,2.013427252,2499.971496,2499.9715,0.990374927,18.90602211,0.000282,9.350665147,2506.065244,9.207609451,2499.972667,2499.972662,147.5340777,13.56315353,2687.24176,15.80519689,6.217609107,2499.971496,35.89170764,10079.257,3.582423757,9.210589212,0.000599,5.979139637,2499.998834,66.68779879,2.583584941,2499.972662,2499.95577,2500,2499.931393,25.63304709,9.307665014,2.129581753,0.0,9.389880259,3.950547197,0.013593645,499956.7619,23.59324403,182.7577023,2505.979834,2499.971496,2.710211208,499993.8461,8.624008776,0.000187,8.155982543,2499.998834,0.227847517,0.000831,9.494380465,4.83e-10,9.332268518,2501.711873,9.383531874
57,97,0.054206408,9.562224184,2499.970761,1.987474373,2499.970761,2499.970765,0.978566434,19.29846675,0.000293,9.481535482,2506.09947,9.339882727,2499.971956,2499.971951,146.5238503,13.55676107,2692.716483,15.9612568,6.276877276,2499.970761,38.26388682,10080.72993,3.577479287,9.335898774,0.000614,5.978917164,2499.99881,66.67587231,2.516104854,2499.971951,2499.954322,2500,2499.929924,25.54146653,9.436968382,2.182715649,0.0,9.522279598,3.939223443,0.013896124,499955.9784,24.06686804,182.6624146,2506.12502,2499.970761,2.68607465,499993.6924,8.736385434,0.000187,8.256695844,2499.99881,0.226803235,0.000865,9.630823547,3.06e-10,9.46444321,2501.780682,9.515822425
58,98,0.053781851,9.699317987,2499.970018,1.96397627,2499.970018,2499.970022,0.967947613,19.69267351,0.000305,9.612866046,2506.131355,9.472838842,2499.971237,2499.971232,145.503587,13.55122076,2698.209159,16.11740188,6.336324081,2499.970018,40.66035717,10082.25819,3.570968291,9.461474227,0.000629,5.975418907,2499.998786,66.664104,2.450851914,2499.971232,2499.952843,2500,2499.928455,25.45079533,9.566682367,2.235874304,0.0,9.655191834,3.926030593,0.014211433,499955.1962,24.53877789,182.5636577,2506.273106,2499.970018,2.657959489,499993.5367,8.848864313,0.000187,8.357265649,2499.998786,0.225911342,0.0009,9.76791735,3.02e-10,9.597163684,2501.851995,9.648665317
59,99,0.053354667,9.837118283,2499.969267,1.942855406,2499.969267,2499.969271,0.958462384,20.08862821,0.000316,9.74470758,2506.160888,9.606533354,2499.97051,2499.970504,144.4732121,13.54657574,2703.720926,16.27368504,6.396009896,2499.969267,43.08127488,10083.84051,3.562968877,9.587360648,0.000645,5.968652511,2499.998763,66.65256969,2.387846169,2499.970504,2499.951316,2500,2499.927001,25.36104604,9.69685641,2.289042507,0.0,9.788669103,3.911005184,0.014520226,499954.4153,25.00919295,182.4612509,2506.424001,2499.969267,2.625892341,499993.3792,8.961487976,0.000187,8.457727618,2499.998763,0.225168895,0.000936,9.905717646,2.97e-10,9.73048255,2501.925872,9.782113962
60,100,0.052925019,9.97568061,2499.968507,1.924030191,2499.968507,2499.968511,0.950057599,20.48631606,0.000328,9.877110566,2506.188071,9.741021612,2499.969774,2499.969768,143.4326477,13.54222081,2709.2529,16.43015962,6.455996127,2499.968507,45.52702909,10085.47563,3.553329538,9.713603663,0.00066,5.958750537,2499.998739,66.64134832,2.327101337,2499.969768,2499.949771,2500,2499.925532,25.27223081,9.827539687,2.342205202,0.0,9.922763287,3.894189033,0.014835403,499953.6355,25.47832806,182.3556812,2506.577615,2499.968507,2.589894556,499993.2197,9.074300027,0.000187,8.558119005,2499.998739,0.224572979,0.000973,10.04427997,2.93e-10,9.864452148,2502.00236,9.916221529
61,101,0.052493039,10.11506028,2499.967739,1.907419368,2499.967739,2499.967743,0.942682994,20.88572153,0.00034,10.01012525,2506.21291,9.876358765,2499.96903,2499.969024,142.3818148,13.5367898,2714.80438,16.58687919,6.516343584,2499.967739,47.99829056,10087.16447,3.541634354,9.840248405,0.000676,5.945989545,2499.998715,66.63052778,2.268625238,2499.969024,2499.948192,2500,2499.924062,25.18436317,9.958781131,2.395347539,0.0,10.05752604,3.87562968,0.015164148,499952.8569,25.94639309,182.2482145,2506.73411,2499.967739,2.550029885,499993.0581,9.187343677,0.000187,8.658476611,2499.998715,0.224120687,0.001007956,10.18365965,2.89e-10,9.99912457,2502.081506,10.05104096
62,102,0.052058883,10.25531235,2499.966962,1.892943092,2499.966962,2499.966967,0.936292388,21.28682942,0.000352,10.14380157,2506.235401,10.01259974,2499.968277,2499.968271,141.3206329,13.53025597,2720.378235,16.74389742,6.577112609,2499.966962,50.49524512,10088.90373,3.527973352,9.967339695,0.000692,5.930407881,2499.998692,66.62021226,2.212420047,2499.968271,2499.946579,2500,2499.922593,25.09745991,10.09062937,2.448454944,0.0,10.19300871,3.855380599,0.015494785,499952.0795,26.41358808,182.138727,2506.893151,2499.966962,2.506259947,499992.8946,9.300661946,0.000187,8.758837085,2499.998692,0.223808955,0.00104545,10.32391171,2.84e-10,10.13455161,2502.163363,10.18662491
63,103,0.051622609,10.39649145,2499.966177,1.880521532,2499.966177,2499.966181,0.930840798,21.68962252,0.000365,10.27818908,2506.255541,10.14979908,2499.967515,2499.967509,140.2490196,13.52259915,2725.975536,16.90126827,6.638362469,2499.966177,53.01807585,10090.69229,3.5124453,10.09492139,0.000707,5.912047973,2499.998668,66.61050975,2.158482493,2499.967509,2499.944916,2500,2499.921139,25.01153731,10.22313264,2.501513003,0.0,10.32926227,3.833500466,0.01582589,499951.3032,26.88011268,182.0270883,2507.054658,2499.966177,2.458590259,499992.7289,9.414296957,0.000187,8.859235997,2499.998668,0.223634974,0.001082262,10.46509082,2.8e-10,10.27078464,2502.247981,10.32302566
64,104,0.05118451,10.53865188,2499.965382,1.870070008,2499.965382,2499.965387,0.926285914,22.09408268,0.000378,10.41333696,2506.273343,10.28801099,2499.966744,2499.966738,139.166891,13.51380694,2731.59732,17.05904618,6.700154026,2499.965382,55.56696527,10092.52904,3.495158213,10.22303831,0.000723,5.890958347,2499.998645,66.6015313,2.106804042,2499.966738,2499.943216,2500,2499.919684,24.92661098,10.3563388,2.554507515,0.0,10.46633731,3.810052956,0.016174289,499950.528,27.34616089,181.9131605,2507.218554,2499.965382,2.407020999,499992.5611,9.528292468,0.000187,8.959711404,2499.998645,0.223595987,0.001120713,10.60725124,2.75e-10,10.40787463,2502.335399,10.46029508
65,105,0.050744562,10.68184751,2499.964579,1.861512577,2499.964579,2499.964583,0.922587922,22.50019072,0.000391,10.54929399,2506.288791,10.42728926,2499.965964,2499.965957,138.0741616,13.50387439,2737.244629,17.21728608,6.762545086,2499.964579,58.14209983,10094.41295,3.476229069,10.35173303,0.000739,5.867189991,2499.998621,66.5933903,2.057371149,2499.965957,2499.94148,2500,2499.91823,24.84269559,10.49029531,2.60742455,0.0,10.60428403,3.785106522,0.016509167,499949.7538,27.81192096,181.7967996,2507.384765,2499.964579,2.351547261,499992.3912,9.64268963,0.000187,9.060297861,2499.998621,0.223689223,0.001161402,10.75044687,1.71e-10,10.54587213,2502.425682,10.59848469
66,106,0.05030304,10.82613187,2499.963766,1.854767086,2499.963766,2499.963771,0.919709599,22.90792641,0.000404,10.68610861,2506.301899,10.56768735,2499.965175,2499.965168,136.9707443,13.49280361,2742.91846,17.37604349,6.825595712,2499.963766,60.7436586,10096.343,3.455781772,10.48104957,0.000755,5.840800756,2499.998598,66.58620187,2.010165801,2499.965168,2499.939724,2500,2499.916759,24.75980479,10.62504931,2.660250392,0.0,10.74315228,3.758734397,0.016859398,499948.9805,28.27757541,181.6778565,2507.553222,2499.963766,2.292159057,499992.2191,9.757531849,0.000187,9.161033282,2499.998598,0.223912115,0.001202026,10.89473124,1.06e-10,10.68482734,2502.518865,10.73764565
67,107,0.049860044,10.97155815,2499.962943,1.84975716,2499.962943,2499.962949,0.917616052,23.31726838,0.000417,10.82382892,2506.312663,10.70925835,2499.964376,2499.964369,135.8565506,13.48060352,2748.619799,17.53537449,6.889364126,2499.962943,63.37182764,10098.31825,3.433947912,10.61103057,0.000771,5.811852167,2499.998574,66.58008198,1.965165734,2499.964369,2499.93793,2500,2499.915287,24.67795106,10.76064759,2.712971609,0.0,10.88299157,3.731014243,0.017220021,499948.2081,28.743301,181.556178,2507.723859,2499.962943,2.228841756,499992.0447,9.872861075,0.000187,9.261953691,2499.998574,0.22426212,0.001240816,11.04015752,6.59e-11,10.82479003,2502.614999,10.87782877
68,108,0.049415725,11.11817919,2499.962111,1.846406612,2499.962111,2499.962117,0.916274726,23.72819408,0.000431,10.96250269,2506.321078,10.85205504,2499.963568,2499.963561,134.7330613,13.46728951,2754.349602,17.69533578,6.953908721,2499.962111,66.026792,10100.33023,3.410865004,10.74171868,0.000787,5.780411117,2499.998551,66.57514677,1.918574841,2499.963561,2499.936082,2500,2499.913831,24.59714556,10.89713661,2.765575026,0.0,11.02385108,3.702028,0.017579217,499947.4366,29.20926882,181.4316077,2507.896612,2499.962111,2.163461327,499991.8681,9.988719635,0.000187,9.363095814,2499.998551,0.224736846,0.001282894,11.18677855,3.88e-11,10.96580965,2502.714142,11.01908452
69,109,0.048970253,11.26604748,2499.96127,1.844635442,2499.96127,2499.961275,0.915655261,24.14065792,0.000444,11.10217769,2506.32715,10.99612985,2499.96275,2499.962743,133.6005609,13.45292354,2760.109081,17.85598768,7.019289405,2499.96127,68.70870447,10102.3762,3.386698053,10.87315699,0.000803,5.74656348,2499.998527,66.57151165,1.86918281,2499.962743,2499.934197,2500,2499.912375,24.51739801,11.03456291,2.818047657,0.0,11.16577989,3.671867509,0.017946927,499946.6654,29.67564434,181.303947,2508.071422,2499.96127,2.096745749,499991.6891,10.10515152,0.000187,9.464498933,2499.998527,0.225334433,0.001325139,11.33464684,2.27e-11,11.1079354,2502.816334,11.1614632
70,110,0.048523718,11.41521511,2499.960418,1.844366013,2499.960418,2499.960424,0.915729306,24.55460812,0.000459,11.24290139,2506.330879,11.14153478,2499.961922,2499.961915,132.4591156,13.43892976,2765.899732,18.01739206,7.085565377,2499.960418,71.41753306,10104.45449,3.361980536,11.00538804,0.000819,5.710404237,2499.998504,66.5692897,1.81597804,2499.961915,2499.932289,2500,2499.910902,24.43871647,11.17297279,2.870377025,0.0,11.30882676,3.640629909,0.018317045,499945.8938,30.14258748,181.1716105,2508.248233,2499.960418,2.02948402,499991.5079,10.22184178,0.000188,9.566202351,2499.998504,0.226052979,0.00136843,11.48381448,1.33e-11,11.25121605,2502.921624,11.30501474
71,111,0.048076245,11.56573373,2499.959557,1.845521709,2499.959557,2499.959563,0.916470422,24.96999097,0.000473,11.38472098,2506.332266,11.28832135,2499.961085,2499.961077,131.3087754,13.42539711,2771.722194,18.17961256,7.152795989,2499.959557,74.15341981,10106.5635,3.336884074,11.13845451,0.000836,5.67203634,2499.99848,66.56857883,1.758832051,2499.961077,2499.930342,2500,2499.909428,24.36110478,11.31241226,2.922551234,0.0,11.45304011,3.608416352,0.018688196,499945.122,30.61025273,181.034393,2508.426992,2499.959557,1.9615952,499991.3243,10.33883573,0.000188,9.668246627,2499.99848,0.226890545,0.001412649,11.63433309,7.73e-12,11.39569997,2503.030062,11.4497887
72,112,0.047677617,11.71765463,2499.958686,1.848026615,2499.958686,2499.958692,0.917854057,25.38674696,0.000487,11.52768344,2506.33134,11.43654074,2499.960237,2499.960229,130.1495953,13.39462067,2777.577055,18.34271295,7.221040552,2499.958686,76.91652351,10108.70166,3.311550973,11.27239924,0.000852,5.631571176,2499.998456,66.56857883,1.6976139,2499.960229,2499.928355,2500,2499.907953,24.3022656,11.45292722,2.974559099,0.0,11.59846812,3.575330926,0.019071658,499944.3501,31.07878929,180.8930846,2508.607651,2499.958686,1.893001026,499991.1383,10.45725353,0.000188,9.769623151,2499.998456,0.227845263,0.001454355,11.78625399,4.49e-12,11.54143528,2503.141666,11.59583436
73,113,0.047372374,11.87102869,2499.957804,1.851806672,2499.957804,2499.957811,0.919857332,25.80481065,0.000502,11.67183555,2506.328128,11.5862437,2499.95938,2499.959372,128.981636,13.36426973,2783.464868,18.50675706,7.290357879,2499.957804,79.70700978,10110.86736,3.286119191,11.40726491,0.000868,5.589128239,2499.998433,66.56857883,1.632191,2499.959372,2499.926607,2500,2499.9062,24.24452487,11.59456334,3.026390147,0.0,11.74515872,3.541480214,0.019460117,499943.578,31.54834126,180.7483886,2508.790162,2499.957804,1.823626136,499990.9499,10.57642381,0.000188,9.871114873,2499.998433,0.228915267,0.001498893,11.93962805,2.6e-12,11.68846977,2503.256459,11.74320069
74,114,0.047165196,12.02590631,2499.956913,1.856791156,2499.956913,2499.956919,0.922458867,26.22411067,0.000516,11.81722378,2506.322627,11.73748046,2499.958512,2499.958504,127.8049639,13.33434256,2789.38615,18.67180859,7.360805704,2499.956913,82.52504714,10113.05897,3.260721338,11.54309359,0.000884,5.544834638,2499.998409,66.56857883,1.562429928,2499.958504,2499.924825,2500,2499.90444,24.18787717,11.73736611,3.078034603,0.0,11.89315946,3.506972786,0.019846584,499942.806,32.01904783,180.6003,2508.974482,2499.956913,1.753398268,499990.7591,10.69631303,0.000188,9.972865771,2499.998409,0.230098664,0.001541878,12.09450567,1.59e-12,11.83685088,2503.374494,11.89193622
75,115,0.047060579,12.18233731,2499.956011,1.862907768,2499.956011,2499.956018,0.925638637,26.64456966,0.000532,11.96389424,2506.314847,11.89030072,2499.957634,2499.957626,126.6196509,13.30483652,2795.373674,18.83793103,7.432442353,2499.956011,85.37080703,10115.27486,3.235484193,11.67992789,0.000901,5.498826377,2499.998385,66.56857883,1.455894934,2499.957626,2499.923009,2500,2499.902674,24.13231569,11.88138067,3.129483362,0.0,12.04251749,3.471918708,0.020230616,499942.0017,32.49104344,180.4488158,2509.160573,2499.956011,1.714550767,499990.5658,10.81670774,0.000188,10.07520225,2499.998385,0.231393538,0.001588343,12.25093668,9.74e-13,11.98662559,2503.495808,12.04208905
