,cycle,species,biomass
583,78,Clostridium_fungisolvens,33.04586127
584,78,Geovibrio_thiophilus,22.11580819
585,79,Mariniplasma_anaerobium,1.353261495
586,79,Geobacter_metallireducens_strain_GS-15,0.859434642
587,79,Methanosarcina_acetivorans,1.454501342
588,79,Methanobacterium_formicicum,5.585068941
589,79,Magnetospirillum_magneticum,2.817321834
590,79,Tepidimonas_charontis,3.204963007
591,79,Gudongella_oleilytica,3.868538255
592,79,Desulfomicrobium_baculatum,8.136538854
593,79,Parabacteroides_goldsteinii,11.94508785
594,79,Thermincola_ferriacetica,0.986968
595,79,Dechloromonas_aromatica,1.032961046
596,79,Longilinea_sp.,1.373953629
597,79,Hydrogenophaga_aromaticivorans,2.389649252
598,79,Clostridium_fungisolvens,33.09744798
599,79,Geovibrio_thiophilus,21.89430387
600,80,Mariniplasma_anaerobium,1.381484658
601,80,Geobacter_metallireducens_strain_GS-15,0.888020868
602,80,Methanosarcina_acetivorans,1.463855915
603,80,Methanobacterium_formicicum,5.655354566
604,80,Magnetospirillum_magneticum,2.7817913
605,80,Tepidimonas_charontis,3.333700294
606,80,Gudongella_oleilytica,3.944655957
607,80,Desulfomicrobium_baculatum,8.128255878
608,80,Parabacteroides_goldsteinii,11.83164611
609,80,Thermincola_ferriacetica,0.984115449
610,80,Dechloromonas_aromatica,1.04303225
611,80,Longilinea_sp.,1.413146671
612,80,Hydrogenophaga_aromaticivorans,2.338534251
613,80,Clostridium_fungisolvens,33.14141404
614,80,Geovibrio_thiophilus,21.67099179
615,81,Mariniplasma_anaerobium,1.410391786
616,81,Geobacter_metallireducens_strain_GS-15,0.917773251
617,81,Methanosarcina_acetivorans,1.472828721
618,81,Methanobacterium_formicicum,5.725006803
619,81,Magnetospirillum_magneticum,2.746950307
620,81,Tepidimonas_charontis,3.467437064
621,81,Gudongella_oleilytica,4.021879456
622,81,Desulfomicrobium_baculatum,8.118612413
623,81,Parabacteroides_goldsteinii,11.71742457
624,81,Thermincola_ferriacetica,0.981364485
625,81,Dechloromonas_aromatica,1.053202291
626,81,Longilinea_sp.,1.453701725
627,81,Hydrogenophaga_aromaticivorans,2.288886764
628,81,Clostridium_fungisolvens,33.17824002
629,81,Geovibrio_thiophilus,21.44630034
630,82,Mariniplasma_anaerobium,1.439545766
631,82,Geobacter_metallireducens_strain_GS-15,0.948725237
632,82,Methanosarcina_acetivorans,1.481433039
633,82,Methanobacterium_formicicum,5.7940599
634,82,Magnetospirillum_magneticum,2.712758696
635,82,Tepidimonas_charontis,3.606330887
636,82,Gudongella_oleilytica,4.100025223
637,82,Desulfomicrobium_baculatum,8.107707195
638,82,Parabacteroides_goldsteinii,11.60256607
639,82,Thermincola_ferriacetica,0.97857845
640,82,Dechloromonas_aromatica,1.063470213
641,82,Longilinea_sp.,1.495250011
642,82,Hydrogenophaga_aromaticivorans,2.240653859
643,82,Clostridium_fungisolvens,33.20831576
644,82,Geovibrio_thiophilus,21.22057969
645,83,Mariniplasma_anaerobium,1.4687643
646,83,Geobacter_metallireducens_strain_GS-15,0.98090353
647,83,Methanosarcina_acetivorans,1.489673384
648,83,Methanobacterium_formicicum,5.862513691
649,83,Magnetospirillum_magneticum,2.679159631
650,83,Tepidimonas_charontis,3.750525223
651,83,Gudongella_oleilytica,4.178913282
652,83,Desulfomicrobium_baculatum,8.095595205
653,83,Parabacteroides_goldsteinii,11.48713413
654,83,Thermincola_ferriacetica,0.975761659
655,83,Dechloromonas_aromatica,1.073827666
656,83,Longilinea_sp.,1.537608887
657,83,Hydrogenophaga_aromaticivorans,2.193780328
658,83,Clostridium_fungisolvens,33.23181284
659,83,Geovibrio_thiophilus,20.99402624
660,84,Mariniplasma_anaerobium,1.49801376
661,84,Geobacter_metallireducens_strain_GS-15,1.01432839
662,84,Methanosarcina_acetivorans,1.497547694
663,84,Methanobacterium_formicicum,5.93034131
664,84,Magnetospirillum_magneticum,2.646084932
665,84,Tepidimonas_charontis,3.900147502
666,84,Gudongella_oleilytica,4.258513109
667,84,Desulfomicrobium_baculatum,8.082283523
668,84,Parabacteroides_goldsteinii,11.37113571
669,84,Thermincola_ferriacetica,0.972913954
670,84,Dechloromonas_aromatica,1.08426035
671,84,Longilinea_sp.,1.580758851
672,84,Hydrogenophaga_aromaticivorans,2.148204591
673,84,Clostridium_fungisolvens,33.24874061
674,84,Geovibrio_thiophilus,20.76672571
675,85,Mariniplasma_anaerobium,1.527259307
676,85,Geobacter_metallireducens_strain_GS-15,1.049017626
677,85,Methanosarcina_acetivorans,1.505054644
678,85,Methanobacterium_formicicum,5.997517626
679,85,Magnetospirillum_magneticum,2.613468785
680,85,Tepidimonas_charontis,4.055321147
681,85,Gudongella_oleilytica,4.338792649
682,85,Desulfomicrobium_baculatum,8.067779032
683,85,Parabacteroides_goldsteinii,11.2545792
684,85,Thermincola_ferriacetica,0.970035282
685,85,Dechloromonas_aromatica,1.094753206
686,85,Longilinea_sp.,1.624677843
687,85,Hydrogenophaga_aromaticivorans,2.103867586
688,85,Clostridium_fungisolvens,33.25911354
689,85,Geovibrio_thiophilus,20.53876252
690,86,Mariniplasma_anaerobium,1.556464939
691,86,Geobacter_metallireducens_strain_GS-15,1.084986246
692,86,Methanosarcina_acetivorans,1.51219355
693,86,Methanobacterium_formicicum,6.064018961
694,86,Magnetospirillum_magneticum,2.581247692
695,86,Tepidimonas_charontis,4.216164673
696,86,Gudongella_oleilytica,4.41971819
697,86,Desulfomicrobium_baculatum,8.052089834
698,86,Parabacteroides_goldsteinii,11.13747412
699,86,Thermincola_ferriacetica,0.967125656
700,86,Dechloromonas_aromatica,1.105290387
701,86,Longilinea_sp.,1.669341162
702,86,Hydrogenophaga_aromaticivorans,2.060712679
703,86,Clostridium_fungisolvens,33.26295041
704,86,Geovibrio_thiophilus,20.31022151
705,87,Mariniplasma_anaerobium,1.620529279
706,87,Geobacter_metallireducens_strain_GS-15,1.117969045
707,87,Methanosarcina_acetivorans,1.513175262
708,87,Methanobacterium_formicicum,6.106461141
709,87,Magnetospirillum_magneticum,2.539644464
710,87,Tepidimonas_charontis,4.366087145
711,87,Gudongella_oleilytica,4.484099622
712,87,Desulfomicrobium_baculatum,8.004603391
713,87,Parabacteroides_goldsteinii,10.97783263
714,87,Thermincola_ferriacetica,0.960510619
715,87,Dechloromonas_aromatica,1.111602555
716,87,Longilinea_sp.,1.73806926
717,87,Hydrogenophaga_aromaticivorans,2.010993192
718,87,Clostridium_fungisolvens,33.4437697
719,87,Geovibrio_thiophilus,20.0046527
720,88,Mariniplasma_anaerobium,1.686379164
721,88,Geobacter_metallireducens_strain_GS-15,1.15178364
722,88,Methanosarcina_acetivorans,1.513668132
723,88,Methanobacterium_formicicum,6.147424938
724,88,Magnetospirillum_magneticum,2.498283899
725,88,Tepidimonas_charontis,4.519663491
726,88,Gudongella_oleilytica,4.547998962
727,88,Desulfomicrobium_baculatum,7.955851995
728,88,Parabacteroides_goldsteinii,10.81807385
729,88,Thermincola_ferriacetica,0.953736043
730,88,Dechloromonas_aromatica,1.117753041
731,88,Longilinea_sp.,1.808806979
732,88,Hydrogenophaga_aromaticivorans,1.961901702
733,88,Clostridium_fungisolvens,33.61884488
734,88,Geovibrio_thiophilus,19.69982928
735,89,Mariniplasma_anaerobium,1.754012061
736,89,Geobacter_metallireducens_strain_GS-15,1.18640645
737,89,Methanosarcina_acetivorans,1.513686235
738,89,Methanobacterium_formicicum,6.186922511
739,89,Magnetospirillum_magneticum,2.457125147
740,89,Tepidimonas_charontis,4.676847536
741,89,Gudongella_oleilytica,4.611366995
742,89,Desulfomicrobium_baculatum,7.905873168
743,89,Parabacteroides_goldsteinii,10.65825656
744,89,Thermincola_ferriacetica,0.94680582
745,89,Dechloromonas_aromatica,1.123724116
746,89,Longilinea_sp.,1.88155196
747,89,Hydrogenophaga_aromaticivorans,1.913416497
748,89,Clostridium_fungisolvens,33.78811969
749,89,Geovibrio_thiophilus,19.39588525
750,90,Mariniplasma_anaerobium,1.82342333
751,90,Geobacter_metallireducens_strain_GS-15,1.221810388
752,90,Methanosarcina_acetivorans,1.513243672
753,90,Methanobacterium_formicicum,6.224967249
754,90,Magnetospirillum_magneticum,2.416131942
755,90,Tepidimonas_charontis,4.837583173
756,90,Gudongella_oleilytica,4.674155453
757,90,Desulfomicrobium_baculatum,7.854697924
758,90,Parabacteroides_goldsteinii,10.49844214
759,90,Thermincola_ferriacetica,0.939723965
760,90,Dechloromonas_aromatica,1.129498342
761,90,Longilinea_sp.,1.956298047
762,90,Hydrogenophaga_aromaticivorans,1.865519053
763,90,Clostridium_fungisolvens,33.95155172
764,90,Geovibrio_thiophilus,19.0929536
765,91,Mariniplasma_anaerobium,1.894605992
766,91,Geobacter_metallireducens_strain_GS-15,1.25796436
767,91,Methanosarcina_acetivorans,1.51235398
768,91,Methanobacterium_formicicum,6.261571343
769,91,Magnetospirillum_magneticum,2.375271639
770,91,Tepidimonas_charontis,5.001801981
771,91,Gudongella_oleilytica,4.736316003
772,91,Desulfomicrobium_baculatum,7.802382703
773,91,Parabacteroides_goldsteinii,10.33869029
774,91,Thermincola_ferriacetica,0.932494539
775,91,Dechloromonas_aromatica,1.13505821
776,91,Longilinea_sp.,2.033034952
777,91,Hydrogenophaga_aromaticivorans,1.818195175
778,91,Clostridium_fungisolvens,34.10909812
779,91,Geovibrio_thiophilus,18.79116071
780,92,Mariniplasma_anaerobium,1.967551129
781,92,Geobacter_metallireducens_strain_GS-15,1.294834112
782,92,Methanosarcina_acetivorans,1.511031168
783,92,Methanobacterium_formicicum,6.296750108
784,92,Magnetospirillum_magneticum,2.334516876
785,92,Tepidimonas_charontis,5.169426541
786,92,Gudongella_oleilytica,4.797802847
787,92,Desulfomicrobium_baculatum,7.748955059
788,92,Parabacteroides_goldsteinii,10.17906626
789,92,Thermincola_ferriacetica,0.925121956
790,92,Dechloromonas_aromatica,1.140387012
791,92,Longilinea_sp.,2.111748787
792,92,Hydrogenophaga_aromaticivorans,1.771433584
793,92,Clostridium_fungisolvens,34.26073848
794,92,Geovibrio_thiophilus,18.49063608
795,93,Mariniplasma_anaerobium,2.042247011
796,93,Geobacter_metallireducens_strain_GS-15,1.332381752
797,93,Methanosarcina_acetivorans,1.509289046
798,93,Methanobacterium_formicicum,6.330519243
799,93,Magnetospirillum_magneticum,2.293844432
800,93,Tepidimonas_charontis,5.340368281
801,93,Gudongella_oleilytica,4.858570813
802,93,Desulfomicrobium_baculatum,7.694451815
803,93,Parabacteroides_goldsteinii,10.01963592
804,93,Thermincola_ferriacetica,0.917610566
805,93,Dechloromonas_aromatica,1.145468423
806,93,Longilinea_sp.,2.192421114
807,93,Hydrogenophaga_aromaticivorans,1.725224984
808,93,Clostridium_fungisolvens,34.40645923
809,93,Geovibrio_thiophilus,18.19150737
810,94,Mariniplasma_anaerobium,2.118679117
811,94,Geobacter_metallireducens_strain_GS-15,1.370565912
812,94,Methanosarcina_acetivorans,1.507141305
813,94,Methanobacterium_formicicum,6.362895195
814,94,Magnetospirillum_magneticum,2.253235332
815,94,Tepidimonas_charontis,5.514527626
816,94,Gudongella_oleilytica,4.918575733
817,94,Desulfomicrobium_baculatum,7.638924626
818,94,Parabacteroides_goldsteinii,9.860468357
819,94,Thermincola_ferriacetica,0.909963375
820,94,Dechloromonas_aromatica,1.150286658
821,94,Longilinea_sp.,2.275028948
822,94,Hydrogenophaga_aromaticivorans,1.67955324
823,94,Clostridium_fungisolvens,34.54625531
824,94,Geovibrio_thiophilus,17.89389927
825,95,Mariniplasma_anaerobium,2.196831171
826,95,Geobacter_metallireducens_strain_GS-15,1.409342502
827,95,Methanosarcina_acetivorans,1.504602213
828,95,Methanobacterium_formicicum,6.393898111
829,95,Magnetospirillum_magneticum,2.212675786
830,95,Tepidimonas_charontis,5.691796624
831,95,Gudongella_oleilytica,4.977776915
832,95,Desulfomicrobium_baculatum,7.582423166
833,95,Parabacteroides_goldsteinii,9.701647156
834,95,Thermincola_ferriacetica,0.902177958
835,95,Dechloromonas_aromatica,1.154827081
836,95,Longilinea_sp.,2.359545831
837,95,Hydrogenophaga_aromaticivorans,1.634367757
838,95,Clostridium_fungisolvens,34.6801459
839,95,Geovibrio_thiophilus,17.59794183
840,96,Mariniplasma_anaerobium,2.276686036
841,96,Geobacter_metallireducens_strain_GS-15,1.44866523
842,96,Methanosarcina_acetivorans,1.501686852
843,96,Methanobacterium_formicicum,6.423479968
844,96,Magnetospirillum_magneticum,2.172157395
845,96,Tepidimonas_charontis,5.872060648
846,96,Gudongella_oleilytica,5.036138522
847,96,Desulfomicrobium_baculatum,7.525011051
848,96,Parabacteroides_goldsteinii,9.543261293
849,96,Thermincola_ferriacetica,0.894253034
850,96,Dechloromonas_aromatica,1.159076505
851,96,Longilinea_sp.,2.445942701
852,96,Hydrogenophaga_aromaticivorans,1.589627886
853,96,Clostridium_fungisolvens,34.80818035
854,96,Geovibrio_thiophilus,17.30377253
855,97,Mariniplasma_anaerobium,2.358239869
856,97,Geobacter_metallireducens_strain_GS-15,1.488495192
857,97,Methanosarcina_acetivorans,1.498420412
858,97,Methanobacterium_formicicum,6.450999206
859,97,Magnetospirillum_magneticum,2.131690181
860,97,Tepidimonas_charontis,6.055235304
861,97,Gudongella_oleilytica,5.093660803
862,97,Desulfomicrobium_baculatum,7.466763382
863,97,Parabacteroides_goldsteinii,9.385462701
864,97,Thermincola_ferriacetica,0.886193692
865,97,Dechloromonas_aromatica,1.163030506
866,97,Longilinea_sp.,2.534203227
867,97,Hydrogenophaga_aromaticivorans,1.545310333
868,97,Clostridium_fungisolvens,34.9306551
869,97,Geovibrio_thiophilus,17.01164009
870,98,Mariniplasma_anaerobium,2.441470806
871,98,Geobacter_metallireducens_strain_GS-15,1.52878024
872,98,Methanosarcina_acetivorans,1.494815937
873,98,Methanobacterium_formicicum,6.47651928
874,98,Magnetospirillum_magneticum,2.091270435
875,98,Tepidimonas_charontis,6.241184645
876,98,Gudongella_oleilytica,5.150307394
877,98,Desulfomicrobium_baculatum,7.407727079
878,98,Parabacteroides_goldsteinii,9.228324069
879,98,Thermincola_ferriacetica,0.877998772
880,98,Dechloromonas_aromatica,1.166676458
881,98,Longilinea_sp.,2.62428999
882,98,Hydrogenophaga_aromaticivorans,1.50138894
883,98,Clostridium_fungisolvens,35.04759781
884,98,Geovibrio_thiophilus,16.72164815
885,99,Mariniplasma_anaerobium,2.526354101
886,99,Geobacter_metallireducens_strain_GS-15,1.569465378
887,99,Methanosarcina_acetivorans,1.490886027
888,99,Methanobacterium_formicicum,6.500102591
889,99,Magnetospirillum_magneticum,2.050897632
890,99,Tepidimonas_charontis,6.429761104
891,99,Gudongella_oleilytica,5.206042436
892,99,Desulfomicrobium_baculatum,7.347971897
893,99,Parabacteroides_goldsteinii,9.0719152
894,99,Thermincola_ferriacetica,0.869667471
895,99,Dechloromonas_aromatica,1.170002368
896,99,Longilinea_sp.,2.716160803
897,99,Hydrogenophaga_aromaticivorans,1.457844524
898,99,Clostridium_fungisolvens,35.15903534
899,99,Geovibrio_thiophilus,16.43389313
900,100,Mariniplasma_anaerobium,2.612863851
901,100,Geobacter_metallireducens_strain_GS-15,1.610494096
902,100,Methanosarcina_acetivorans,1.486643858
903,100,Methanobacterium_formicicum,6.521814757
904,100,Magnetospirillum_magneticum,2.010575689
905,100,Tepidimonas_charontis,6.620809994
906,100,Gudongella_oleilytica,5.26083418
907,100,Desulfomicrobium_baculatum,7.28752789
908,100,Parabacteroides_goldsteinii,8.916309189
909,100,Thermincola_ferriacetica,0.861199941
910,100,Dechloromonas_aromatica,1.172997744
911,100,Longilinea_sp.,2.809770577
912,100,Hydrogenophaga_aromaticivorans,1.414665388
913,100,Clostridium_fungisolvens,35.26501795
914,100,Geovibrio_thiophilus,16.1484749
915,101,Mariniplasma_anaerobium,2.700975535
916,101,Geobacter_metallireducens_strain_GS-15,1.651805851
917,101,Methanosarcina_acetivorans,1.482104435
918,101,Methanobacterium_formicicum,6.541597028
919,101,Magnetospirillum_magneticum,1.970310973
920,101,Tepidimonas_charontis,6.814177868
921,101,Gudongella_oleilytica,5.314659681
922,101,Desulfomicrobium_baculatum,7.2264471
923,101,Parabacteroides_goldsteinii,8.761588726
924,101,Thermincola_ferriacetica,0.852597985
925,101,Dechloromonas_aromatica,1.175653339
926,101,Longilinea_sp.,2.90507411
927,101,Hydrogenophaga_aromaticivorans,1.371846644
928,101,Clostridium_fungisolvens,35.36564954
929,101,Geovibrio_thiophilus,15.86551119
930,102,Mariniplasma_anaerobium,2.790656468
931,102,Geobacter_metallireducens_strain_GS-15,1.693324785
932,102,Methanosarcina_acetivorans,1.477278961
933,102,Methanobacterium_formicicum,6.559640891
934,102,Magnetospirillum_magneticum,1.93010119
935,102,Tepidimonas_charontis,7.009690732
936,102,Gudongella_oleilytica,5.367485129
937,102,Desulfomicrobium_baculatum,7.164763152
938,102,Parabacteroides_goldsteinii,8.60781171
939,102,Thermincola_ferriacetica,0.843861895
940,102,Dechloromonas_aromatica,1.177955276
941,102,Longilinea_sp.,3.00201584
942,102,Hydrogenophaga_aromaticivorans,1.329383779
943,102,Clostridium_fungisolvens,35.46095387
944,102,Geovibrio_thiophilus,15.58507632
945,103,Mariniplasma_anaerobium,2.881874211
946,103,Geobacter_metallireducens_strain_GS-15,1.734974391
947,103,Methanosarcina_acetivorans,1.47218013
948,103,Methanobacterium_formicicum,6.576011316
949,103,Magnetospirillum_magneticum,1.889950139
950,103,Tepidimonas_charontis,7.207172647
951,103,Gudongella_oleilytica,5.419283927
952,103,Desulfomicrobium_baculatum,7.102547197
953,103,Parabacteroides_goldsteinii,8.45504456
954,103,Thermincola_ferriacetica,0.8349933
955,103,Dechloromonas_aromatica,1.179892099
956,103,Longilinea_sp.,3.100539046
957,103,Hydrogenophaga_aromaticivorans,1.287279055
958,103,Clostridium_fungisolvens,35.55099981
959,103,Geovibrio_thiophilus,15.30725817
960,104,Mariniplasma_anaerobium,2.974596321
961,104,Geobacter_metallireducens_strain_GS-15,1.776677658
962,104,Methanosarcina_acetivorans,1.466821532
963,104,Methanobacterium_formicicum,6.59077753
964,104,Magnetospirillum_magneticum,1.84986668
965,104,Tepidimonas_charontis,7.406445103
966,104,Gudongella_oleilytica,5.470035186
967,104,Desulfomicrobium_baculatum,7.039806403
968,104,Parabacteroides_goldsteinii,8.303358125
969,104,Thermincola_ferriacetica,0.825994895
970,104,Dechloromonas_aromatica,1.181454446
971,104,Longilinea_sp.,3.200585628
972,104,Hydrogenophaga_aromaticivorans,1.245540938
973,104,Clostridium_fungisolvens,35.63588817
974,104,Geovibrio_thiophilus,15.03215138
975,105,Mariniplasma_anaerobium,3.068785711
976,105,Geobacter_metallireducens_strain_GS-15,1.818354877
977,105,Methanosarcina_acetivorans,1.46121524
978,105,Methanobacterium_formicicum,6.604002104
979,105,Magnetospirillum_magneticum,1.809861478
980,105,Tepidimonas_charontis,7.607315829
981,105,Gudongella_oleilytica,5.519714869
982,105,Desulfomicrobium_baculatum,6.976634946
983,105,Parabacteroides_goldsteinii,8.152813685
984,105,Thermincola_ferriacetica,0.81686906
985,105,Dechloromonas_aromatica,1.182633207
986,105,Longilinea_sp.,3.302091245
987,105,Hydrogenophaga_aromaticivorans,1.204181511
988,105,Clostridium_fungisolvens,35.71569329
989,105,Geovibrio_thiophilus,14.75983295
990,106,Mariniplasma_anaerobium,3.164406038
991,106,Geobacter_metallireducens_strain_GS-15,1.859927429
992,106,Methanosarcina_acetivorans,1.455374509
993,106,Methanobacterium_formicicum,6.615753043
994,106,Magnetospirillum_magneticum,1.769950198
995,106,Tepidimonas_charontis,7.80959256
996,106,Gudongella_oleilytica,5.568305804
997,106,Desulfomicrobium_baculatum,6.913045024
998,106,Parabacteroides_goldsteinii,8.003478286
999,106,Thermincola_ferriacetica,0.807619358
1000,106,Dechloromonas_aromatica,1.183421756
1001,106,Longilinea_sp.,3.404991219
1002,106,Hydrogenophaga_aromaticivorans,1.163218274
1003,106,Clostridium_fungisolvens,35.79052846
1004,106,Geovibrio_thiophilus,14.49038804
1005,107,Mariniplasma_anaerobium,3.261417557
1006,107,Geobacter_metallireducens_strain_GS-15,1.901315944
1007,107,Methanosarcina_acetivorans,1.449311683
1008,107,Methanobacterium_formicicum,6.626094256
1009,107,Magnetospirillum_magneticum,1.730150635
1010,107,Tepidimonas_charontis,8.013073205
1011,107,Gudongella_oleilytica,5.615789888
1012,107,Desulfomicrobium_baculatum,6.849096375
1013,107,Parabacteroides_goldsteinii,7.855412738
1014,107,Thermincola_ferriacetica,0.798249347
1015,107,Dechloromonas_aromatica,1.183814332
1016,107,Longilinea_sp.,3.509216223
1017,107,Hydrogenophaga_aromaticivorans,1.122671879
1018,107,Clostridium_fungisolvens,35.86049486
1019,107,Geovibrio_thiophilus,14.22389108
1020,108,Mariniplasma_anaerobium,3.359779177
1021,108,Geobacter_metallireducens_strain_GS-15,1.942442141
1022,108,Methanosarcina_acetivorans,1.443039185
1023,108,Methanobacterium_formicicum,6.63509003
1024,108,Magnetospirillum_magneticum,1.690483694
1025,108,Tepidimonas_charontis,8.217551418
1026,108,Gudongella_oleilytica,5.662151807
1027,108,Desulfomicrobium_baculatum,6.784834144
1028,108,Parabacteroides_goldsteinii,7.708677165
1029,108,Thermincola_ferriacetica,0.788763109
1030,108,Dechloromonas_aromatica,1.183806889
1031,108,Longilinea_sp.,3.614694644
1032,108,Hydrogenophaga_aromaticivorans,1.082566453
1033,108,Clostridium_fungisolvens,35.92570575
1034,108,Geovibrio_thiophilus,13.96041439
1035,109,Mariniplasma_anaerobium,3.459434353
1036,109,Geobacter_metallireducens_strain_GS-15,1.983230531
1037,109,Methanosarcina_acetivorans,1.436570249
1038,109,Methanobacterium_formicicum,6.642808358
1039,109,Magnetospirillum_magneticum,1.650973909
1040,109,Tepidimonas_charontis,8.42279361
1041,109,Gudongella_oleilytica,5.707371688
1042,109,Desulfomicrobium_baculatum,6.72030106
1043,109,Parabacteroides_goldsteinii,7.563325896
1044,109,Thermincola_ferriacetica,0.779168712
1045,109,Dechloromonas_aromatica,1.183397725
1046,109,Longilinea_sp.,3.721340148
1047,109,Hydrogenophaga_aromaticivorans,1.042944443
1048,109,Clostridium_fungisolvens,35.98630459
1049,109,Geovibrio_thiophilus,13.70003473
1050,110,Mariniplasma_anaerobium,3.560319641
1051,110,Geobacter_metallireducens_strain_GS-15,2.023608258
1052,110,Methanosarcina_acetivorans,1.429917854
1053,110,Methanobacterium_formicicum,6.649316086
1054,110,Magnetospirillum_magneticum,1.611648113
1055,110,Tepidimonas_charontis,8.628553773
1056,110,Gudongella_oleilytica,5.751428893
1057,110,Desulfomicrobium_baculatum,6.655560959
1058,110,Parabacteroides_goldsteinii,7.419408502
1059,110,Thermincola_ferriacetica,0.76947551
1060,110,Dechloromonas_aromatica,1.182586778
1061,110,Longilinea_sp.,3.829059396
1062,110,Hydrogenophaga_aromaticivorans,1.003853699
1063,110,Clostridium_fungisolvens,36.04243899
1064,110,Geovibrio_thiophilus,13.44282355
1065,111,Mariniplasma_anaerobium,3.662367137
1066,111,Geobacter_metallireducens_strain_GS-15,2.063514052
1067,111,Methanosarcina_acetivorans,1.42309492
1068,111,Methanobacterium_formicicum,6.654679772
1069,111,Magnetospirillum_magneticum,1.572539312
1070,111,Tepidimonas_charontis,8.834578958
1071,111,Gudongella_oleilytica,5.794304221
1072,111,Desulfomicrobium_baculatum,6.590661495
1073,111,Parabacteroides_goldsteinii,7.276972279
1074,111,Thermincola_ferriacetica,0.75969422
1075,111,Dechloromonas_aromatica,1.181377744
1076,111,Longilinea_sp.,3.937754571
1077,111,Hydrogenophaga_aromaticivorans,0.965347788
1078,111,Clostridium_fungisolvens,36.09426528
1079,111,Geovibrio_thiophilus,13.18884825
1080,112,Mariniplasma_anaerobium,3.765505125
1081,112,Geobacter_metallireducens_strain_GS-15,2.102891575
1082,112,Methanosarcina_acetivorans,1.416114491
1083,112,Methanobacterium_formicicum,6.658966577
1084,112,Magnetospirillum_magneticum,1.533682016
1085,112,Tepidimonas_charontis,9.040611622
1086,112,Gudongella_oleilytica,5.835980839
1087,112,Desulfomicrobium_baculatum,6.525643022
1088,112,Parabacteroides_goldsteinii,7.13606434
1089,112,Thermincola_ferriacetica,0.749835538
1090,112,Dechloromonas_aromatica,1.179776202
1091,112,Longilinea_sp.,4.047324292
1092,112,Hydrogenophaga_aromaticivorans,0.927476988
1093,112,Clostridium_fungisolvens,36.1419533
1094,112,Geovibrio_thiophilus,12.93817407
1095,113,Mariniplasma_anaerobium,3.869657647
1096,113,Geobacter_metallireducens_strain_GS-15,2.141689001
1097,113,Methanosarcina_acetivorans,1.408989534
1098,113,Methanobacterium_formicicum,6.662243329
1099,113,Magnetospirillum_magneticum,1.495111308
1100,113,Tepidimonas_charontis,9.246389461
1101,113,Gudongella_oleilytica,5.876443546
1102,113,Desulfomicrobium_baculatum,6.460551495
1103,113,Parabacteroides_goldsteinii,6.996730341
1104,113,Thermincola_ferriacetica,0.739910023
1105,113,Dechloromonas_aromatica,1.177789249
1106,113,Longilinea_sp.,4.157663383
1107,113,Hydrogenophaga_aromaticivorans,0.890287929
1108,113,Clostridium_fungisolvens,36.18568117
1109,113,Geovibrio_thiophilus,12.69086259
1110,114,Mariniplasma_anaerobium,3.974743826
1111,114,Geobacter_metallireducens_strain_GS-15,2.179858957
1112,114,Methanosarcina_acetivorans,1.401732675
1113,114,Methanobacterium_formicicum,6.664575293
1114,114,Magnetospirillum_magneticum,1.456862211
1115,114,Tepidimonas_charontis,9.451644712
1116,114,Gudongella_oleilytica,5.915677746
1117,114,Desulfomicrobium_baculatum,6.395455482
1118,114,Parabacteroides_goldsteinii,6.859013093
1119,114,Thermincola_ferriacetica,0.729927951
1120,114,Dechloromonas_aromatica,1.175425205
1121,114,Longilinea_sp.,4.268662392
1122,114,Hydrogenophaga_aromaticivorans,0.85382334
1123,114,Clostridium_fungisolvens,36.22562844
1124,114,Geovibrio_thiophilus,12.44696868
1125,115,Mariniplasma_anaerobium,4.080680108
1126,115,Geobacter_metallireducens_strain_GS-15,2.217359964
1127,115,Methanosarcina_acetivorans,1.394356969
1128,115,Methanobacterium_formicicum,6.666029861
1129,115,Magnetospirillum_magneticum,1.418970139
1130,115,Tepidimonas_charontis,9.656110349
1131,115,Gudongella_oleilytica,5.953672752
1132,115,Desulfomicrobium_baculatum,6.330393539
1133,115,Parabacteroides_goldsteinii,6.722956279
1134,115,Thermincola_ferriacetica,0.719899707
1135,115,Dechloromonas_aromatica,1.172694179
1136,115,Longilinea_sp.,4.380210218
1137,115,Hydrogenophaga_aromaticivorans,0.818122474
1138,115,Clostridium_fungisolvens,36.2619959
1139,115,Geovibrio_thiophilus,12.20654756
1140,116,Mariniplasma_anaerobium,4.187371442
1141,116,Geobacter_metallireducens_strain_GS-15,2.254151841
1142,116,Methanosarcina_acetivorans,1.38687286
1143,116,Methanobacterium_formicicum,6.666661993
1144,116,Magnetospirillum_magneticum,1.381467498
1145,116,Tepidimonas_charontis,9.859500187
1146,116,Gudongella_oleilytica,5.990408855
1147,116,Desulfomicrobium_baculatum,6.265410252
1148,116,Parabacteroides_goldsteinii,6.588527566
1149,116,Thermincola_ferriacetica,0.709880156
1150,116,Dechloromonas_aromatica,1.169605423
1151,116,Longilinea_sp.,4.492184895
1152,116,Hydrogenophaga_aromaticivorans,0.783402286
1153,116,Clostridium_fungisolvens,36.29492628
1154,116,Geovibrio_thiophilus,11.96962846
1155,117,Mariniplasma_anaerobium,4.294790822
1156,117,Geobacter_metallireducens_strain_GS-15,2.290201288
1157,117,Methanosarcina_acetivorans,1.379289077
1158,117,Methanobacterium_formicicum,6.666518226
1159,117,Magnetospirillum_magneticum,1.344386209
